newspaper,date,edition,page_number,scale,year
trome,2018-01-22,default,19,NA,2018
trome,2018-01-22,default,36,NA,2018
trome,2018-01-22,default,20,NA,2018
trome,2018-01-22,default,8,NA,2018
trome,2018-01-22,default,5,NA,2018
trome,2018-01-22,default,33,NA,2018
trome,2018-01-22,default,11,NA,2018
trome,2018-01-22,default,1,NA,2018
trome,2018-01-22,default,22,NA,2018
trome,2018-01-22,default,16,NA,2018
trome,2018-01-22,default,25,NA,2018
trome,2018-01-22,default,31,NA,2018
trome,2018-01-22,default,24,NA,2018
trome,2018-01-22,default,26,NA,2018
trome,2018-01-22,default,34,NA,2018
trome,2018-01-22,default,23,NA,2018
trome,2018-01-22,default,7,NA,2018
trome,2018-01-22,default,6,NA,2018
trome,2018-01-22,default,15,NA,2018
trome,2018-01-22,default,32,NA,2018
trome,2018-01-22,default,27,NA,2018
trome,2018-01-22,default,2,NA,2018
trome,2018-01-22,default,35,NA,2018
trome,2018-01-22,default,13,NA,2018
trome,2018-01-22,default,28,NA,2018
trome,2018-01-22,default,18,NA,2018
trome,2018-01-22,default,21,NA,2018
trome,2018-01-22,default,3,NA,2018
trome,2018-01-22,default,30,NA,2018
trome,2018-01-25,default,26,NA,2018
trome,2018-01-25,default,20,NA,2018
trome,2018-01-25,default,5,NA,2018
trome,2018-01-25,default,1,NA,2018
trome,2018-01-25,default,24,NA,2018
trome,2018-01-25,default,16,NA,2018
trome,2018-01-25,default,10,NA,2018
trome,2018-01-25,default,8,NA,2018
trome,2018-01-25,default,3,NA,2018
trome,2018-01-25,default,25,NA,2018
trome,2018-01-25,default,2,NA,2018
trome,2018-01-25,default,18,NA,2018
trome,2018-01-25,default,22,NA,2018
trome,2018-01-25,default,14,NA,2018
trome,2018-01-25,default,17,NA,2018
trome,2018-01-25,default,23,NA,2018
trome,2018-01-25,default,4,NA,2018
trome,2018-01-25,default,27,NA,2018
trome,2018-01-25,default,15,NA,2018
trome,2018-01-25,default,7,NA,2018
trome,2018-01-25,default,11,NA,2018
trome,2018-01-25,default,19,NA,2018
trome,2018-01-25,default,12,NA,2018
trome,2018-01-25,default,28,NA,2018
trome,2018-01-25,default,13,NA,2018
trome,2018-01-25,default,21,NA,2018
trome,2018-01-25,default,6,NA,2018
trome,2018-01-25,default,9,NA,2018
trome,2018-01-20,default,28,NA,2018
trome,2018-01-20,default,32,NA,2018
trome,2018-01-20,default,2,NA,2018
trome,2018-01-20,default,1,NA,2018
trome,2018-01-20,default,10,NA,2018
trome,2018-01-20,default,20,NA,2018
trome,2018-01-20,default,24,NA,2018
trome,2018-01-20,default,26,NA,2018
trome,2018-01-20,default,13,NA,2018
trome,2018-01-20,default,16,NA,2018
trome,2018-01-20,default,7,NA,2018
trome,2018-01-20,default,31,NA,2018
trome,2018-01-20,default,17,NA,2018
trome,2018-01-20,default,23,NA,2018
trome,2018-01-20,default,29,NA,2018
trome,2018-01-20,default,15,NA,2018
trome,2018-01-20,default,3,NA,2018
trome,2018-01-20,default,30,NA,2018
trome,2018-01-20,default,12,NA,2018
trome,2018-01-20,default,9,NA,2018
trome,2018-01-20,default,4,NA,2018
trome,2018-01-20,default,21,NA,2018
trome,2018-01-20,default,5,NA,2018
trome,2018-01-20,default,25,NA,2018
trome,2018-01-20,default,27,NA,2018
trome,2018-01-20,default,8,NA,2018
trome,2018-01-20,default,6,NA,2018
trome,2018-01-20,default,19,NA,2018
trome,2018-01-20,default,14,NA,2018
trome,2018-01-20,default,22,NA,2018
trome,2018-01-20,default,11,NA,2018
trome,2018-01-20,default,18,NA,2018
trome,2018-01-28,default,15,NA,2018
trome,2018-01-28,default,10,NA,2018
trome,2018-01-28,default,25,NA,2018
trome,2018-01-28,default,20,NA,2018
trome,2018-01-28,default,28,NA,2018
trome,2018-01-28,default,16,NA,2018
trome,2018-01-28,default,27,NA,2018
trome,2018-01-28,default,31,NA,2018
trome,2018-01-28,default,32,NA,2018
trome,2018-01-28,default,2,NA,2018
trome,2018-01-28,default,12,NA,2018
trome,2018-01-28,default,17,NA,2018
trome,2018-01-28,default,29,NA,2018
trome,2018-01-28,default,3,NA,2018
trome,2018-01-28,default,7,NA,2018
trome,2018-01-28,default,22,NA,2018
trome,2018-01-28,default,26,NA,2018
trome,2018-01-28,default,13,NA,2018
trome,2018-01-28,default,21,NA,2018
trome,2018-01-28,default,11,NA,2018
trome,2018-01-28,default,19,NA,2018
trome,2018-01-28,default,1,NA,2018
trome,2018-01-28,default,4,NA,2018
trome,2018-01-28,default,9,NA,2018
trome,2018-01-28,default,14,NA,2018
trome,2018-01-28,default,5,NA,2018
trome,2018-01-28,default,24,NA,2018
trome,2018-01-28,default,6,NA,2018
trome,2018-01-28,default,8,NA,2018
trome,2018-01-28,default,30,NA,2018
trome,2018-01-28,default,18,NA,2018
trome,2018-01-28,default,23,NA,2018
trome,2018-01-12,default,35,NA,2018
trome,2018-01-12,default,28,NA,2018
trome,2018-01-12,default,31,NA,2018
trome,2018-01-12,default,13,NA,2018
trome,2018-01-12,default,36,NA,2018
trome,2018-01-12,default,24,NA,2018
trome,2018-01-12,default,3,NA,2018
trome,2018-01-12,default,20,NA,2018
trome,2018-01-12,default,23,NA,2018
trome,2018-01-12,default,12,NA,2018
trome,2018-01-12,default,26,NA,2018
trome,2018-01-12,default,22,NA,2018
trome,2018-01-12,default,29,NA,2018
trome,2018-01-12,default,9,NA,2018
trome,2018-01-12,default,7,NA,2018
trome,2018-01-12,default,1,NA,2018
trome,2018-01-12,default,33,NA,2018
trome,2018-01-12,default,2,NA,2018
trome,2018-01-12,default,18,NA,2018
trome,2018-01-12,default,15,NA,2018
trome,2018-01-12,default,6,NA,2018
trome,2018-01-12,default,25,NA,2018
trome,2018-01-12,default,34,NA,2018
trome,2018-01-12,default,16,NA,2018
trome,2018-01-12,default,32,NA,2018
trome,2018-01-12,default,30,NA,2018
trome,2018-01-12,default,8,NA,2018
trome,2018-01-12,default,21,NA,2018
trome,2018-01-12,default,4,NA,2018
trome,2018-01-12,default,5,NA,2018
trome,2018-01-12,default,19,NA,2018
trome,2018-01-12,default,17,NA,2018
trome,2018-01-12,default,10,NA,2018
trome,2018-01-12,default,14,NA,2018
trome,2018-01-12,default,27,NA,2018
trome,2018-01-12,default,11,NA,2018
trome,2018-01-15,default,26,NA,2018
trome,2018-01-15,default,2,NA,2018
trome,2018-01-15,default,14,NA,2018
trome,2018-01-15,default,29,NA,2018
trome,2018-01-15,default,18,NA,2018
trome,2018-01-15,default,4,NA,2018
trome,2018-01-15,default,21,NA,2018
trome,2018-01-15,default,22,NA,2018
trome,2018-01-15,default,9,NA,2018
trome,2018-01-15,default,20,NA,2018
trome,2018-01-15,default,11,NA,2018
trome,2018-01-15,default,3,NA,2018
trome,2018-01-15,default,32,NA,2018
trome,2018-01-15,default,16,NA,2018
trome,2018-01-15,default,15,NA,2018
trome,2018-01-15,default,17,NA,2018
trome,2018-01-15,default,31,NA,2018
trome,2018-01-15,default,27,NA,2018
trome,2018-01-15,default,19,NA,2018
trome,2018-01-15,default,5,NA,2018
trome,2018-01-15,default,7,NA,2018
trome,2018-01-15,default,30,NA,2018
trome,2018-01-15,default,10,NA,2018
trome,2018-01-15,default,12,NA,2018
trome,2018-01-15,default,23,NA,2018
trome,2018-01-15,default,28,NA,2018
trome,2018-01-15,default,1,NA,2018
trome,2018-01-15,default,6,NA,2018
trome,2018-01-15,default,8,NA,2018
trome,2018-01-15,default,13,NA,2018
trome,2018-01-15,default,25,NA,2018
trome,2018-01-15,default,24,NA,2018
trome,2018-01-10,default,10,NA,2018
trome,2018-01-10,default,25,NA,2018
trome,2018-01-10,default,9,NA,2018
trome,2018-01-10,default,14,NA,2018
trome,2018-01-10,default,19,NA,2018
trome,2018-01-10,default,22,NA,2018
trome,2018-01-10,default,12,NA,2018
trome,2018-01-10,default,3,NA,2018
trome,2018-01-10,default,11,NA,2018
trome,2018-01-10,default,7,NA,2018
trome,2018-01-10,default,2,NA,2018
trome,2018-01-10,default,23,NA,2018
trome,2018-01-10,default,8,NA,2018
trome,2018-01-10,default,16,NA,2018
trome,2018-01-10,default,21,NA,2018
trome,2018-01-10,default,1,NA,2018
trome,2018-01-10,default,18,NA,2018
trome,2018-01-10,default,28,NA,2018
trome,2018-01-10,default,27,NA,2018
trome,2018-01-10,default,17,NA,2018
trome,2018-01-10,default,24,NA,2018
trome,2018-01-10,default,26,NA,2018
trome,2018-01-10,default,5,NA,2018
trome,2018-01-10,default,13,NA,2018
trome,2018-01-10,default,4,NA,2018
trome,2018-01-10,default,6,NA,2018
trome,2018-01-10,default,15,NA,2018
trome,2018-01-10,default,20,NA,2018
trome,2018-01-18,default,21,NA,2018
trome,2018-01-18,default,25,NA,2018
trome,2018-01-18,default,8,NA,2018
trome,2018-01-18,default,2,NA,2018
trome,2018-01-18,default,32,NA,2018
trome,2018-01-18,default,17,NA,2018
trome,2018-01-18,default,3,NA,2018
trome,2018-01-18,default,14,NA,2018
trome,2018-01-18,default,9,NA,2018
trome,2018-01-18,default,19,NA,2018
trome,2018-01-18,default,27,NA,2018
trome,2018-01-18,default,22,NA,2018
trome,2018-01-18,default,11,NA,2018
trome,2018-01-18,default,4,NA,2018
trome,2018-01-18,default,7,NA,2018
trome,2018-01-18,default,1,NA,2018
trome,2018-01-18,default,15,NA,2018
trome,2018-01-18,default,29,NA,2018
trome,2018-01-18,default,5,NA,2018
trome,2018-01-18,default,6,NA,2018
trome,2018-01-18,default,18,NA,2018
trome,2018-01-18,default,30,NA,2018
trome,2018-01-18,default,13,NA,2018
trome,2018-01-18,default,28,NA,2018
trome,2018-01-18,default,20,NA,2018
trome,2018-01-18,default,31,NA,2018
trome,2018-01-18,default,26,NA,2018
trome,2018-01-18,default,24,NA,2018
trome,2018-01-18,default,12,NA,2018
trome,2018-01-18,default,23,NA,2018
trome,2018-01-18,default,16,NA,2018
trome,2018-01-18,default,10,NA,2018
trome,2018-09-02,default,31,NA,2018
trome,2018-09-02,default,25,NA,2018
trome,2018-09-02,default,14,NA,2018
trome,2018-09-02,default,2,NA,2018
trome,2018-09-02,default,28,NA,2018
trome,2018-09-02,default,17,NA,2018
trome,2018-09-02,default,24,NA,2018
trome,2018-09-02,default,5,NA,2018
trome,2018-09-02,default,22,NA,2018
trome,2018-09-02,default,26,NA,2018
trome,2018-09-02,default,11,NA,2018
trome,2018-09-02,default,8,NA,2018
trome,2018-09-02,default,3,NA,2018
trome,2018-09-02,default,19,NA,2018
trome,2018-09-02,default,20,NA,2018
trome,2018-09-02,default,18,NA,2018
trome,2018-09-02,default,9,NA,2018
trome,2018-09-02,default,29,NA,2018
trome,2018-09-02,default,27,NA,2018
trome,2018-09-02,default,15,NA,2018
trome,2018-09-02,default,13,NA,2018
trome,2018-09-02,default,1,NA,2018
trome,2018-09-02,default,30,NA,2018
trome,2018-09-02,default,16,NA,2018
trome,2018-09-02,default,32,NA,2018
trome,2018-09-02,default,4,NA,2018
trome,2018-09-02,default,21,NA,2018
trome,2018-09-02,default,10,NA,2018
trome,2018-09-02,default,7,NA,2018
trome,2018-09-02,default,23,NA,2018
trome,2018-09-02,default,6,NA,2018
trome,2018-09-02,default,12,NA,2018
trome,2018-09-05,default,9,NA,2018
trome,2018-09-05,default,30,NA,2018
trome,2018-09-05,default,24,NA,2018
trome,2018-09-05,default,3,NA,2018
trome,2018-09-05,default,5,NA,2018
trome,2018-09-05,default,15,NA,2018
trome,2018-09-05,default,32,NA,2018
trome,2018-09-05,default,14,NA,2018
trome,2018-09-05,default,20,NA,2018
trome,2018-09-05,default,2,NA,2018
trome,2018-09-05,default,11,NA,2018
trome,2018-09-05,default,28,NA,2018
trome,2018-09-05,default,4,NA,2018
trome,2018-09-05,default,7,NA,2018
trome,2018-09-05,default,21,NA,2018
trome,2018-09-05,default,31,NA,2018
trome,2018-09-05,default,26,NA,2018
trome,2018-09-05,default,27,NA,2018
trome,2018-09-05,default,29,NA,2018
trome,2018-09-05,default,18,NA,2018
trome,2018-09-05,default,8,NA,2018
trome,2018-09-05,default,12,NA,2018
trome,2018-09-05,default,1,NA,2018
trome,2018-09-05,default,22,NA,2018
trome,2018-09-05,default,16,NA,2018
trome,2018-09-05,default,19,NA,2018
trome,2018-09-05,default,25,NA,2018
trome,2018-09-05,default,10,NA,2018
trome,2018-09-05,default,6,NA,2018
trome,2018-09-05,default,23,NA,2018
trome,2018-09-05,default,17,NA,2018
trome,2018-09-05,default,13,NA,2018
trome,2018-09-08,default,15,NA,2018
trome,2018-09-08,default,14,NA,2018
trome,2018-09-08,default,5,NA,2018
trome,2018-09-08,default,20,NA,2018
trome,2018-09-08,default,6,NA,2018
trome,2018-09-08,default,23,NA,2018
trome,2018-09-08,default,26,NA,2018
trome,2018-09-08,default,18,NA,2018
trome,2018-09-08,default,27,NA,2018
trome,2018-09-08,default,8,NA,2018
trome,2018-09-08,default,4,NA,2018
trome,2018-09-08,default,30,NA,2018
trome,2018-09-08,default,1,NA,2018
trome,2018-09-08,default,17,NA,2018
trome,2018-09-08,default,11,NA,2018
trome,2018-09-08,default,29,NA,2018
trome,2018-09-08,default,28,NA,2018
trome,2018-09-08,default,24,NA,2018
trome,2018-09-08,default,31,NA,2018
trome,2018-09-08,default,7,NA,2018
trome,2018-09-08,default,22,NA,2018
trome,2018-09-08,default,16,NA,2018
trome,2018-09-08,default,25,NA,2018
trome,2018-09-08,default,2,NA,2018
trome,2018-09-08,default,3,NA,2018
trome,2018-09-08,default,21,NA,2018
trome,2018-09-08,default,19,NA,2018
trome,2018-09-08,default,12,NA,2018
trome,2018-09-08,default,13,NA,2018
trome,2018-09-08,default,10,NA,2018
trome,2018-09-08,default,32,NA,2018
trome,2018-09-08,default,9,NA,2018
trome,2018-09-21,default,33,NA,2018
trome,2018-09-21,default,27,NA,2018
trome,2018-09-21,default,20,NA,2018
trome,2018-09-21,default,7,NA,2018
trome,2018-09-21,default,24,NA,2018
trome,2018-09-21,default,15,NA,2018
trome,2018-09-21,default,1,NA,2018
trome,2018-09-21,default,30,NA,2018
trome,2018-09-21,default,36,NA,2018
trome,2018-09-21,default,14,NA,2018
trome,2018-09-21,default,3,NA,2018
trome,2018-09-21,default,29,NA,2018
trome,2018-09-21,default,5,NA,2018
trome,2018-09-21,default,12,NA,2018
trome,2018-09-21,default,8,NA,2018
trome,2018-09-21,default,32,NA,2018
trome,2018-09-21,default,17,NA,2018
trome,2018-09-21,default,19,NA,2018
trome,2018-09-21,default,16,NA,2018
trome,2018-09-21,default,25,NA,2018
trome,2018-09-21,default,2,NA,2018
trome,2018-09-21,default,13,NA,2018
trome,2018-09-21,default,40,NA,2018
trome,2018-09-21,default,34,NA,2018
trome,2018-09-21,default,11,NA,2018
trome,2018-09-21,default,28,NA,2018
trome,2018-09-21,default,21,NA,2018
trome,2018-09-21,default,6,NA,2018
trome,2018-09-21,default,26,NA,2018
trome,2018-09-21,default,35,NA,2018
trome,2018-09-21,default,9,NA,2018
trome,2018-09-21,default,22,NA,2018
trome,2018-09-21,default,37,NA,2018
trome,2018-09-21,default,39,NA,2018
trome,2018-09-21,default,38,NA,2018
trome,2018-09-21,default,23,NA,2018
trome,2018-09-21,default,31,NA,2018
trome,2018-09-21,default,4,NA,2018
trome,2018-09-21,default,18,NA,2018
trome,2018-09-21,default,10,NA,2018
trome,2018-09-24,default,5,NA,2018
trome,2018-09-24,default,17,NA,2018
trome,2018-09-24,default,33,NA,2018
trome,2018-09-24,default,23,NA,2018
trome,2018-09-24,default,35,NA,2018
trome,2018-09-24,default,18,NA,2018
trome,2018-09-24,default,3,NA,2018
trome,2018-09-24,default,9,NA,2018
trome,2018-09-24,default,25,NA,2018
trome,2018-09-24,default,29,NA,2018
trome,2018-09-24,default,26,NA,2018
trome,2018-09-24,default,12,NA,2018
trome,2018-09-24,default,27,NA,2018
trome,2018-09-24,default,30,NA,2018
trome,2018-09-24,default,19,NA,2018
trome,2018-09-24,default,31,NA,2018
trome,2018-09-24,default,24,NA,2018
trome,2018-09-24,default,14,NA,2018
trome,2018-09-24,default,7,NA,2018
trome,2018-09-24,default,10,NA,2018
trome,2018-09-24,default,28,NA,2018
trome,2018-09-24,default,1,NA,2018
trome,2018-09-24,default,21,NA,2018
trome,2018-09-24,default,16,NA,2018
trome,2018-09-24,default,13,NA,2018
trome,2018-09-24,default,32,NA,2018
trome,2018-09-24,default,6,NA,2018
trome,2018-09-24,default,36,NA,2018
trome,2018-09-24,default,15,NA,2018
trome,2018-09-24,default,22,NA,2018
trome,2018-09-24,default,8,NA,2018
trome,2018-09-24,default,11,NA,2018
trome,2018-09-24,default,34,NA,2018
trome,2018-09-24,default,20,NA,2018
trome,2018-09-24,default,2,NA,2018
trome,2018-09-24,default,4,NA,2018
trome,2018-09-27,default,2,NA,2018
trome,2018-09-27,default,25,NA,2018
trome,2018-09-27,default,10,NA,2018
trome,2018-09-27,default,31,NA,2018
trome,2018-09-27,default,11,NA,2018
trome,2018-09-27,default,3,NA,2018
trome,2018-09-27,default,9,NA,2018
trome,2018-09-27,default,6,NA,2018
trome,2018-09-27,default,5,NA,2018
trome,2018-09-27,default,18,NA,2018
trome,2018-09-27,default,30,NA,2018
trome,2018-09-27,default,21,NA,2018
trome,2018-09-27,default,24,NA,2018
trome,2018-09-27,default,23,NA,2018
trome,2018-09-27,default,29,NA,2018
trome,2018-09-27,default,27,NA,2018
trome,2018-09-27,default,32,NA,2018
trome,2018-09-27,default,14,NA,2018
trome,2018-09-27,default,26,NA,2018
trome,2018-09-27,default,15,NA,2018
trome,2018-09-27,default,16,NA,2018
trome,2018-09-27,default,22,NA,2018
trome,2018-09-27,default,20,NA,2018
trome,2018-09-27,default,19,NA,2018
trome,2018-09-27,default,4,NA,2018
trome,2018-09-27,default,28,NA,2018
trome,2018-09-27,default,8,NA,2018
trome,2018-09-27,default,13,NA,2018
trome,2018-09-27,default,17,NA,2018
trome,2018-09-27,default,1,NA,2018
trome,2018-09-27,default,12,NA,2018
trome,2018-09-27,default,7,NA,2018
trome,2018-09-11,default,12,NA,2018
trome,2018-09-11,default,8,NA,2018
trome,2018-09-11,default,28,NA,2018
trome,2018-09-11,default,13,NA,2018
trome,2018-09-11,default,1,NA,2018
trome,2018-09-11,default,25,NA,2018
trome,2018-09-11,default,6,NA,2018
trome,2018-09-11,default,29,NA,2018
trome,2018-09-11,default,4,NA,2018
trome,2018-09-11,default,22,NA,2018
trome,2018-09-11,default,21,NA,2018
trome,2018-09-11,default,19,NA,2018
trome,2018-09-11,default,14,NA,2018
trome,2018-09-11,default,32,NA,2018
trome,2018-09-11,default,31,NA,2018
trome,2018-09-11,default,20,NA,2018
trome,2018-09-11,default,3,NA,2018
trome,2018-09-11,default,7,NA,2018
trome,2018-09-11,default,5,NA,2018
trome,2018-09-11,default,11,NA,2018
trome,2018-09-11,default,24,NA,2018
trome,2018-09-11,default,23,NA,2018
trome,2018-09-11,default,27,NA,2018
trome,2018-09-11,default,16,NA,2018
trome,2018-09-11,default,15,NA,2018
trome,2018-09-11,default,10,NA,2018
trome,2018-09-11,default,18,NA,2018
trome,2018-09-11,default,30,NA,2018
trome,2018-09-11,default,9,NA,2018
trome,2018-09-11,default,2,NA,2018
trome,2018-09-11,default,26,NA,2018
trome,2018-09-11,default,17,NA,2018
trome,2018-09-19,default,30,NA,2018
trome,2018-09-19,default,29,NA,2018
trome,2018-09-19,default,28,NA,2018
trome,2018-09-19,default,4,NA,2018
trome,2018-09-19,default,17,NA,2018
trome,2018-09-19,default,7,NA,2018
trome,2018-09-19,default,19,NA,2018
trome,2018-09-19,default,26,NA,2018
trome,2018-09-19,default,11,NA,2018
trome,2018-09-19,default,6,NA,2018
trome,2018-09-19,default,18,NA,2018
trome,2018-09-19,default,27,NA,2018
trome,2018-09-19,default,13,NA,2018
trome,2018-09-19,default,12,NA,2018
trome,2018-09-19,default,32,NA,2018
trome,2018-09-19,default,14,NA,2018
trome,2018-09-19,default,9,NA,2018
trome,2018-09-19,default,23,NA,2018
trome,2018-09-19,default,16,NA,2018
trome,2018-09-19,default,5,NA,2018
trome,2018-09-19,default,10,NA,2018
trome,2018-09-19,default,21,NA,2018
trome,2018-09-19,default,24,NA,2018
trome,2018-09-19,default,3,NA,2018
trome,2018-09-19,default,15,NA,2018
trome,2018-09-19,default,1,NA,2018
trome,2018-09-19,default,20,NA,2018
trome,2018-09-19,default,2,NA,2018
trome,2018-09-19,default,31,NA,2018
trome,2018-09-19,default,8,NA,2018
trome,2018-09-19,default,25,NA,2018
trome,2018-09-19,default,22,NA,2018
trome,2018-09-14,default,30,NA,2018
trome,2018-09-14,default,1,NA,2018
trome,2018-09-14,default,18,NA,2018
trome,2018-09-14,default,9,NA,2018
trome,2018-09-14,default,5,NA,2018
trome,2018-09-14,default,27,NA,2018
trome,2018-09-14,default,16,NA,2018
trome,2018-09-14,default,24,NA,2018
trome,2018-09-14,default,11,NA,2018
trome,2018-09-14,default,34,NA,2018
trome,2018-09-14,default,31,NA,2018
trome,2018-09-14,default,13,NA,2018
trome,2018-09-14,default,25,NA,2018
trome,2018-09-14,default,4,NA,2018
trome,2018-09-14,default,15,NA,2018
trome,2018-09-14,default,28,NA,2018
trome,2018-09-14,default,10,NA,2018
trome,2018-09-14,default,22,NA,2018
trome,2018-09-14,default,36,NA,2018
trome,2018-09-14,default,7,NA,2018
trome,2018-09-14,default,23,NA,2018
trome,2018-09-14,default,32,NA,2018
trome,2018-09-14,default,19,NA,2018
trome,2018-09-14,default,8,NA,2018
trome,2018-09-14,default,26,NA,2018
trome,2018-09-14,default,2,NA,2018
trome,2018-09-14,default,21,NA,2018
trome,2018-09-14,default,20,NA,2018
trome,2018-09-14,default,17,NA,2018
trome,2018-09-14,default,6,NA,2018
trome,2018-09-14,default,3,NA,2018
trome,2018-09-14,default,14,NA,2018
trome,2018-09-14,default,35,NA,2018
trome,2018-09-14,default,33,NA,2018
trome,2018-09-14,default,29,NA,2018
trome,2018-09-14,default,12,NA,2018
trome,2018-09-17,default,20,NA,2018
trome,2018-09-17,default,16,NA,2018
trome,2018-09-17,default,8,NA,2018
trome,2018-09-17,default,10,NA,2018
trome,2018-09-17,default,17,NA,2018
trome,2018-09-17,default,13,NA,2018
trome,2018-09-17,default,14,NA,2018
trome,2018-09-17,default,2,NA,2018
trome,2018-09-17,default,4,NA,2018
trome,2018-09-17,default,9,NA,2018
trome,2018-09-17,default,32,NA,2018
trome,2018-09-17,default,3,NA,2018
trome,2018-09-17,default,30,NA,2018
trome,2018-09-17,default,5,NA,2018
trome,2018-09-17,default,11,NA,2018
trome,2018-09-17,default,25,NA,2018
trome,2018-09-17,default,22,NA,2018
trome,2018-09-17,default,27,NA,2018
trome,2018-09-17,default,7,NA,2018
trome,2018-09-17,default,21,NA,2018
trome,2018-09-17,default,15,NA,2018
trome,2018-09-17,default,24,NA,2018
trome,2018-09-17,default,23,NA,2018
trome,2018-09-17,default,31,NA,2018
trome,2018-09-17,default,28,NA,2018
trome,2018-09-17,default,18,NA,2018
trome,2018-09-17,default,6,NA,2018
trome,2018-09-17,default,1,NA,2018
trome,2018-09-17,default,29,NA,2018
trome,2018-09-17,default,12,NA,2018
trome,2018-09-17,default,26,NA,2018
trome,2018-09-17,default,19,NA,2018
trome,2018-09-31,default,26,NA,2018
trome,2018-09-31,default,5,NA,2018
trome,2018-09-31,default,19,NA,2018
trome,2018-09-31,default,14,NA,2018
trome,2018-09-31,default,3,NA,2018
trome,2018-09-31,default,17,NA,2018
trome,2018-09-31,default,29,NA,2018
trome,2018-09-31,default,30,NA,2018
trome,2018-09-31,default,2,NA,2018
trome,2018-09-31,default,7,NA,2018
trome,2018-09-31,default,24,NA,2018
trome,2018-09-31,default,34,NA,2018
trome,2018-09-31,default,4,NA,2018
trome,2018-09-31,default,15,NA,2018
trome,2018-09-31,default,23,NA,2018
trome,2018-09-31,default,13,NA,2018
trome,2018-09-31,default,6,NA,2018
trome,2018-09-31,default,20,NA,2018
trome,2018-09-31,default,22,NA,2018
trome,2018-09-31,default,12,NA,2018
trome,2018-09-31,default,32,NA,2018
trome,2018-09-31,default,28,NA,2018
trome,2018-09-31,default,1,NA,2018
trome,2018-09-31,default,27,NA,2018
trome,2018-09-31,default,8,NA,2018
trome,2018-09-31,default,18,NA,2018
trome,2018-09-31,default,16,NA,2018
trome,2018-09-31,default,33,NA,2018
trome,2018-09-31,default,35,NA,2018
trome,2018-09-31,default,25,NA,2018
trome,2018-09-31,default,10,NA,2018
trome,2018-09-31,default,31,NA,2018
trome,2018-09-31,default,11,NA,2018
trome,2018-09-31,default,21,NA,2018
trome,2018-09-31,default,9,NA,2018
trome,2018-09-31,default,36,NA,2018
trome,2018-09-01,default,16,NA,2018
trome,2018-09-01,default,11,NA,2018
trome,2018-09-01,default,7,NA,2018
trome,2018-09-01,default,23,NA,2018
trome,2018-09-01,default,25,NA,2018
trome,2018-09-01,default,12,NA,2018
trome,2018-09-01,default,26,NA,2018
trome,2018-09-01,default,18,NA,2018
trome,2018-09-01,default,19,NA,2018
trome,2018-09-01,default,1,NA,2018
trome,2018-09-01,default,32,NA,2018
trome,2018-09-01,default,24,NA,2018
trome,2018-09-01,default,29,NA,2018
trome,2018-09-01,default,13,NA,2018
trome,2018-09-01,default,21,NA,2018
trome,2018-09-01,default,17,NA,2018
trome,2018-09-01,default,5,NA,2018
trome,2018-09-01,default,6,NA,2018
trome,2018-09-01,default,9,NA,2018
trome,2018-09-01,default,14,NA,2018
trome,2018-09-01,default,20,NA,2018
trome,2018-09-01,default,31,NA,2018
trome,2018-09-01,default,28,NA,2018
trome,2018-09-01,default,27,NA,2018
trome,2018-09-01,default,10,NA,2018
trome,2018-09-01,default,30,NA,2018
trome,2018-09-01,default,22,NA,2018
trome,2018-09-01,default,8,NA,2018
trome,2018-09-01,default,4,NA,2018
trome,2018-09-01,default,2,NA,2018
trome,2018-09-01,default,15,NA,2018
trome,2018-09-01,default,3,NA,2018
trome,2018-09-09,default,4,NA,2018
trome,2018-09-09,default,20,NA,2018
trome,2018-09-09,default,23,NA,2018
trome,2018-09-09,default,30,NA,2018
trome,2018-09-09,default,18,NA,2018
trome,2018-09-09,default,6,NA,2018
trome,2018-09-09,default,12,NA,2018
trome,2018-09-09,default,25,NA,2018
trome,2018-09-09,default,17,NA,2018
trome,2018-09-09,default,3,NA,2018
trome,2018-09-09,default,14,NA,2018
trome,2018-09-09,default,26,NA,2018
trome,2018-09-09,default,9,NA,2018
trome,2018-09-09,default,10,NA,2018
trome,2018-09-09,default,31,NA,2018
trome,2018-09-09,default,15,NA,2018
trome,2018-09-09,default,22,NA,2018
trome,2018-09-09,default,29,NA,2018
trome,2018-09-09,default,27,NA,2018
trome,2018-09-09,default,28,NA,2018
trome,2018-09-09,default,24,NA,2018
trome,2018-09-09,default,5,NA,2018
trome,2018-09-09,default,7,NA,2018
trome,2018-09-09,default,2,NA,2018
trome,2018-09-09,default,1,NA,2018
trome,2018-09-09,default,21,NA,2018
trome,2018-09-09,default,32,NA,2018
trome,2018-09-09,default,13,NA,2018
trome,2018-09-09,default,8,NA,2018
trome,2018-09-09,default,19,NA,2018
trome,2018-09-09,default,11,NA,2018
trome,2018-09-09,default,16,NA,2018
trome,2018-09-04,default,28,NA,2018
trome,2018-09-04,default,14,NA,2018
trome,2018-09-04,default,34,NA,2018
trome,2018-09-04,default,25,NA,2018
trome,2018-09-04,default,7,NA,2018
trome,2018-09-04,default,33,NA,2018
trome,2018-09-04,default,3,NA,2018
trome,2018-09-04,default,35,NA,2018
trome,2018-09-04,default,16,NA,2018
trome,2018-09-04,default,31,NA,2018
trome,2018-09-04,default,13,NA,2018
trome,2018-09-04,default,24,NA,2018
trome,2018-09-04,default,21,NA,2018
trome,2018-09-04,default,4,NA,2018
